ISO 639-3	Language	Dialect	Genetics	Source	#Speakers	Method	Quantity	Harmony?	#Vowels	Structure	#Peripheral	#Non-peripheral	V1OS	V1PS	V1F1	V1F2	V1F3	V1F4	V2OS	V2PS	V2F1	V2F2	V2F3	V2F4	V3OS	V3PS	V3F1	V3F2	V3F3	V3F4	V4OS	V4PS	V4F1	V4F2	V4F3	V4F4	V5OS	V5PS	V5F1	V5F2	V5F3	V5F4	V6OS	V6PS	V6F1	V6F2	V6F3	V6F4	V7OS	V7PS	V7F1	V7F2	V7F3	V7F4	V8OS	V8PS	V8F1	V8F2	V8F3	V8F4	V9OS	V9PS	V9F1	V9F2	V9F3	V9F4	V10OS	V10PS	V10F1	V10F2	V10F3	V10F4	V11OS	V11PS	V11F1	V11F2	V11F3	V11F4	V12OS	V12PS	V12F1	V12F2	V12F3	V12F4	V13OS	V13PS	V13F1	V13F2	V13F3	V13F4	V14OS	V14PS	V14F1	V14F2	V14F3	V14F4		F1Centroid	F1CentroidPosition	F1UCA	F2Centroid	F2CentroidPosition	F2UCA
lav	Latvian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	Grigorjevs, J. (2001). Latviesu valodas patskanu sstemas akustisks raksturojmus. Acta Baltica 2001:15-40.	3	Isolation	Long	No	6	6R0	6	0	i	i	286	2189	2947	3734	e	e	426	1975	2644	3469	æ	æ	681	1532	2488	3442	a	ʌ	657	1005	2668	3452	o	o	468	731	2503	3371	u	u	325	589	2239	3210																																																		484.166666666667	0.490511551155116	443.964	1346.75	0.47359375	1214.6
lav	Latvian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	Grigorjevs, J. (2001). Latviesu valodas patskanu sstemas akustisks raksturojmus. Acta Baltica 2001:15-40.	3	Isolation	Short	No	6	6R0	6	0	i		312	2182	2894	3700	e		458	1921	2630	3483	æ		675	1564	2485	3475	a		690	1044	2546	3458	o		509	787	2474	3334	u		323	642	2350	3121																																																		484.166666666667	0.490511551155116	443.964	1346.75	0.47359375	1214.6
lav	Latvian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	Kaukeniene, L. (2004). Dabartiniu baltu bendriniu kalbu balsiu spektrai. Baltistica 39:199-211.	2	Isolation	Long	No	6	6R0	6	0	i		290	2360	2930		e		410	2120	2740		æ		750	1630	2470		ɑ		720	1060	2570		o		460	780	2370		u		310	680	2380																																																			490	0.434782608695652	469.86	1450	0.458333333333333	1336.88
lav	Latvian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	Kaukeniene, L. (2004). Dabartiniu baltu bendriniu kalbu balsiu spektrai. Baltistica 39:199-211.	2	Isolation	Short	No	6	6R0	6	0	i		310	2350	2930		e		420	2110	2710		æ		690	1640	2390		ɑ		680	1110	2580		ɔ		510	840	2590		u		330	720	2420																																																			490	0.434782608695652	469.86	1450	0.458333333333333	1336.88
lit	Lithuanian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	Kaukeniene, L. (2002). Lietuvu bedrines kalbos nekirciuotu balsiu spektrai. Kalbotyra 51:41-59.	2	Wordlist	Short	No	5	5S0	5	0	i		340	1930	2640		e		500	1720	2600		a		610	1430	2490		ɔ		510	960	2470		u		340	950	2310																																																									461.818181818182	0.448484848484848	435.95	1408.18181818182	0.457658779576588	1310.86
lit	Lithuanian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	Kaukeniene, L. (2004). Dabartiniu baltu bendriniu kalbu balsiu spektrai. Baltistica 39:199-211.	2	Isolation	Short	No	5	5S0	5	0	i		350	2119	2790		æ		710	1720	2430		a		750	1280	2410		ɔ		550	890	2300		u		390	850	2360																																																									523.636363636364	0.458806818181818	480.24	1414.45454545455	0.411252771618625	1381.24
lit	Lithuanian		IndoEuropean>BaltoSlavic>Baltic>Eastern	Baceviciute, R. (2004). Sakiu snektos prozodija ir vokalizmas. Vilnius: Lietuvu kalbos instituto leidykla.	2	Isolation	Short	No	5	5S0	5	0	i		470	1900	2460		e		560	1770	2530		a		600	1290	2480		ɔ		570	1140			u		460	930																																																										508.636363636364	0.521531100478469	471.435	1447.72727272727	0.466491841491842	1329.96
lit	Lithuanian		IndoEuropean>BaltoSlavic>Baltic>Eastern	Baceviciute, R. (2004). Sakiu snektos prozodija ir vokalizmas. Vilnius: Lietuvu kalbos instituto leidykla.	2	Meaningful sentence	Short	No	5	5S0	5	0	i		380	2050	2750		e		520	1810	2730		a		670	1430	2620		ɔ		510	1000	1970		u		450	950	2030																																																									480	0.441176470588235	462.94	1482.72727272727	0.516711229946524	1311.76
lit	Lithuanian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	Kaukeniene, L. (2002). Lietuvu bedrines kalbos nekirciuotu balsiu spektrai. Kalbotyra 51:41-59.	2	Wordlist	Long	No	6	6L0	6	0	i		260	2200	2800		e		370	2020	2600		æ		690	1510	2510		a		710	1220	2540		o		440	810	2470		u		310	740	2220																																																			461.818181818182	0.448484848484848	435.95	1408.18181818182	0.457658779576588	1310.86
lit	Lithuanian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	Kaukeniene, L. (2004). Dabartiniu baltu bendriniu kalbu balsiu spektrai. Baltistica 39:199-211.	2	Isolation	Long	No	6	6L0	6	0	i		230	2380	3080		e		410	1960	2510		æ		770	1600	2500		a		870	1250	2480		o		450	770	2350		u		280	740	2180																																																			523.636363636364	0.458806818181818	480.24	1414.45454545455	0.411252771618625	1381.24
lit	Lithuanian	Sakiu	IndoEuropean>BaltoSlavic>Baltic>Eastern	Baceviciute, R. (2004). Sakiu snektos prozodija ir vokalizmas. Vilnius: Lietuvu kalbos instituto leidykla.	2	Isolation	Long	No	6	6L0	6	0	i		360	2280	2670		e		450	1970	2570		æ		600	1610	2480		a		645	1375	2430		o		490	940			u		390	720	2070																																																			508.636363636364	0.521531100478469	471.435	1447.72727272727	0.466491841491842	1329.96
lit	Lithuanian	Sakiu	IndoEuropean>BaltoSlavic>Baltic>Eastern	Baceviciute, R. (2004). Sakiu snektos prozodija ir vokalizmas. Vilnius: Lietuvu kalbos instituto leidykla.	2	Meaningful sentence	Long	No	6	6L0	6	0	i		330	2140	3140		e		420	2060	2800		æ		530	1890	2670		a		660	1270	2710		o		440	930	2300		u		370	780	2250																																																			480	0.441176470588235	462.94	1482.72727272727	0.516711229946524	1311.76
lit	Lithuanian	Standard	IndoEuropean>BaltoSlavic>Baltic>Eastern	Kudirka, R. (2005). Lietuviu bendrines kalbos monoftongu priegaidziu akustiniai pozymiai. Acta Linguistica Lithuanica 52:1-21.	2	Wordlist	Long	No	6	6L0	6	0	i		235	2225			e		345	2090			æ		650	1710			a		690	1240			o		440	755			u		295	665																																																				442.5	0.456043956043956	412.905	1447.5	0.501602564102564	1274.96
liv	Livonian	Eastern	Uralic>FinnoUgric>FinnoLappic>BalticFinnic	Pajupuu, H., Viisto, T.R. (1986). Livonian polyphthongs. Estonian Papers in Phonetics 1984-1985:96-130.	1	Isolation	Combined	No	8	6L2	6	2	i		340	2391			e		452	2241			æ		580	1732			a		628	1637			o		490	865			u		315	655			ɯ		351	1021			ɵ		412	1629																																								446	0.4185303514377	437.383	1521.375	0.499063940092166	1333.776
lln	Lele		AfroAsiatic>Chadic>East>A>A2>1	Pearce, M. (2008). Vowel harmony domains and vowel undershoot. UCLWPL 20:115-140.	1	Running speech	Uniform	No	5	5S0	5	0	i		340	2175			e		570	1945			a		745	1500			o		515	1065			u		305	1115																																																										495	0.431818181818182	477.04	1560	0.445945945945946	1499.01
luo	Dholuo		NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi	Jacobson, L.C. (1977). Phonetic aspects of Dholuo vowels. Studies in African Linguistics, Suppl. 7:127-135	1	Wordlist	Uniform	Yes	9	9S0	9	0	i		325	2112			ɪ		425	2137			e		462	1800			ɛ		512	1675			a		750	1350			ɔ		450	1075			o		450	1025			ʊ		387	1062			u		362	1112																																		458.111111111111	0.313202614379085	491.175	1483.11111111111	0.411970423661071	1459.792
luo	Dholuo		NiloSaharan>EasternSudanic>Nilotic>WesternNilotic>Luo>SouthernLuo>LuoAcholi	Jacobson, L.C. (1978). DhoLuo vowel harmony - a phonetic investigation. UCLA WPP 43.	8	Isolation	Uniform	Yes	9	9S0	9	0	i		254	2106	2826		ɪ		309	1994	2764		e		367	1937	2594		ɛ		554	1827	2508		a						ɔ		535	922	2243		o		382	837	2313		ʊ		325	761	2272		u		270	884	2307																																				1408.5	0.481412639405204	1286.895
mad	Madurese	Standard	Austronesian>MalayoPolynesian>Nuclear>MalayoSumbawan	Cohn, A.C., Lockwood, K. (1994). A phonetic description of Madurese and its phonological implications. Working Papers of the Cornell Phonetics Laboratory 9:67-92.	1	Carrier sentence	Uniform	No	8	6R2b	6	2	i	i	310	2240			ɛ	e	422	2223			a	a̠	870	1308			ə	ʌ	512	1090			ɔ	o	436	878			u	u	304	754			ɨ	ɯ	386	1088			ɤ	ɤ	412	1274																																								456.5	0.269434628975265	525.306	1356.875	0.405703230148048	1335.026
mai	Maithili		IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari	Yadav, R. (1984). Maithili phonetics and phonology. Mainz: Selden & Tamm.	1	Isolation	Uniform	No	8	7S1	7	1	i		277	2583			e		430	2223	2763		æ		843	1843	2330		a		847	1277	2500		ɔ		542	847	2860		o		445	777	2790		u		330	777			ə		777	1237	2750																																							561.375	0.49890350877193	499.87	1445.5	0.37015503875969	1483.146
mai	Maithili		IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari	Yadav, R. (1984). Maithili phonetics and phonology. Mainz: Selden & Tamm.	1	Wordlist	Uniform	No	8	7S1	7	1	i		317	2345	2943		e		415	2142	2832		æ		860	1863	2330		a		892	1402	2680		ɔ		555	915	2710		o		445	887	2852		u		330	817			ə		742	1223	2653																																							569.5	0.439130434782609	541.825	1449.25	0.413776178010471	1414.448
mai	Maithili		IndoEuropean>IndoIranian>IndoAryan>Eastern>Bihari	Jha, S.K. (2001). Maithili, some aspects of its phonetics and phonology. Motilal BanarsidassPublishers, Delhi.	1	Carrier sentence	Uniform	No	8	7S1	7	1	i		293	2460	3373		e		418	2046	2757		æ		663	1674	2443		a		681	1348	2409		ɔ		598	894	2451		o		424	827	2411		u		318	751	2360		ə		506	1241	2491																																							487.625	0.501610824742268	444.708	1405.125	0.382753071971913	1419.219
maj	Jalapa Mazatec	Jalapa de Diaz	OtoManguean>Popolocan>Mazatecan	Silverman, D. Blankenship, B., Kirk, P., Ladefoged, P. (1994). Phonetic structures in Jalapa Mazatec. UCLA WPP 87:113-130.	3	Wordlist	Uniform	No	5	5S0	5	0	i		380	2140			æ		710	1845			a		710	1515			o		515	1190			u		410	1160																																																										545	0.5	509.03	1570	0.418367346938776	1543.18
mas	Maa		NiloSaharan>EasternSudanic>EasternNilotic>LotuxoTeso>LotuxoMaa	Guion, S., Post, M.W., Payne, D.L. (2004). Phonetic correlates of tongue root vowel contrasts in Maa. JPhon 32:517-542; Guion, S. (p.c.)	5	Wordlist	Uniform	Yes	9	9S0	9	0	i		291	2114	2843		ɪ		377	2024	2721		e		417	1946	2668		ɛ		538	1777	2579		a		696	1431	2480		ɔ		537	1065	2238		o		437	1035	2234		ʊ		376	1115	2370		u		291	1023	2277																																	440	0.367901234567901	449.355	1503.33333333333	0.440268866483349	1449.581
mbe	Molalla		Penutian	Pharris, N.J. (2006). Winiinsi Tm Talapaas: A Grammar of the Molalla Language. Unpublished PhD dissertation, University of Michigan.	1	Wordlist	Short	No	3	3S0	3	0	i		436	2025			a		627	1393			u		459	991																																																																						525	0.468013468013468	502.127	1480.28571428571	0.425448317549869	1431.438
mbe	Molalla		Penutian	Pharris, N.J. (2006). Winiinsi Tm Talapaas: A Grammar of the Molalla Language. Unpublished PhD dissertation, University of Michigan.	1	Wordlist	Long	No	4	4R0	4	0	i	ɪ	386	2295			e	æ	683	1640			a	ɑ	670	1141			u	ʊ	414	877																																																																525	0.468013468013468	502.127	1480.28571428571	0.425448317549869	1431.438
mcw	Mawa		AfroAsiatic>Chadic>East>B>Dangla>DanglaMigama	Pearce, M. (2008). Vowel harmony domains and vowel undershoot. UCLWPL 20:115-140.	1	Running speech	Uniform	No	6	5S1	5	1	i		365	2200			ɛ		520	1905			a		770	1195			ɔ		490	1020			u		330	1135			ɨ		385	1630																																																				476.666666666667	0.333333333333333	502.04	1514.16666666667	0.418785310734463	1481.38
mcx	Mpiemo	Nola	NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>A>MakaaNjem	Thornell, C., Nagano-Madsen, Y. (2004). Preliminaries of the phonetic structure of the Bantu language Mpiemo. Africa and Asia (Goteborg University) 4:163-180.	1	Wordlist	Uniform	No	7	7S0	7	0	i		319	2048			e		383	1986			ɛ		502	1825			a		736	1301			ɔ		503	951			o		381	861			u		361	694																																														455	0.326139088729017	482.047	1380.85714285714	0.507280016881199	1223.414
mdj	Mangbetu		NiloSaharan>CentralSudanic>East	Demolin, D. (1989). Production et perception des voyelles en Mangbetu. Pholia 4:45-71.	5	Wordlist	Uniform	Yes	9	9S0	9	0	i		257	2179			ɪ		297	2107			e		372	1941			ɛ		455	1904			a		702	1433			ɔ		529	1014			o		378	877			ʊ		340	848			u		276	799																																		400.666666666667	0.322846441947566	430.995	1455.77777777778	0.475925925925926	1338.58
mdm	Mayogo		NigerCongo>AtlanticCongo>VoltaCongo>North>AdamawaUbangi>Ubangi>SereNgbakaMba>Ngbaka>Eastern	McCord, M.S. (1989). Acoustical and autosegmental analyses of the Mayogo vowel system. Unpublished MA thesis, University of Texas at Arlington.	1	Wordlist	Uniform	No	10	9S1	9	1	i		284	2142	2970	3660	ɪ		387	2158	2905	3570	e		401	2034	2735	3500	ɛ		555	1974	2645	3725	a		771	1479	2320	3475	ɔ		549	981	2380	3510	o		445	1009	2355	3300	ʊ		363	756	2270	3290	u		271	767	2310	3175	ʉ		372	1193	2270	3475																										439.8	0.3376	466.5	1449.3	0.494507845934379	1304.182
mdw	Mbosi Olee		NigerCongo>AtlanticCongo>VoltaCongo>BenueCongo>Bantoid>Southern>NarrowBantu>Northwest>C>Mbosi	Anderson-Starwalt, C.G. (2008). The acoustic correlates of ATR harmony in seven- and nine-vowel African languages: a phonetic inquiry into phonological structure. Unpublished PhD Dissertation, University of Texas at Arlington; Anderson-Starwalt, C.G. (p.c.)	3	Wordlist	Uniform	No	7	7S0	7	0	i		309	2064	XXX		e		375	1801	XXX		ɛ		476	1729	XXX		a		705	1425	XXX		ɔ		506	1022	XXX		o		386	1002	XXX		u		322	1119	XXX																																													439.857142857143	0.33044733044733	463.836	1451.71428571429	0.423459779391983	1417.242
mir	Isthmus Mixe		MixeZoque>Mixe	Dieterman, J.I. (2002). Secondary palatalization in Isthmus Mixe: a phonetic and phonological account. Unpublished PhD dissertation, University of Texas at Arlington.	1	Running speech	Uniform	No	6	5S1	5	1	i		320	2168			ɛ		424	1899	2575		a		639	1561	2362		ɔ		440	1127	2444		u		341	1026	2424		ɨ		359	1622	2499																																																			420.5	0.315047021943574	444.729	1567.16666666667	0.473876240513719	1472.522
mlt	Maltese	Gozo	AfroAsiatic>Semitic>West>Central>SouthCentral>Arabic>	Puech, G. (1987). Production et perception des voyelles breve du maltais gozitian. niversite Lumiere Pholia 2:125-138.	1	Isolation	Short	No	4	4L0	4	0	ɪ		277	2426	2794		ɛ		562	1809	2579		ɑ		733	1099	2148		ʊ		312	801	2591																																																															471	0.425438596491228	455.296	1533.75	0.450923076923077	1436.375
mnh	Mono	Bili	NigerCongo>Ubangian>Banda>Central>MidSouthern	Olson, K.S. (2001). The phonology and morphology of Mono. Unpublished PhD dissertation, University of Chicago.	1	Wordlist	Uniform	No	8	6R2a	6	2	i		300	1936	2840	3401	e		377	1909	2704	3499	a		676	1318	2362	3614	ɔ		563	966	2419	3453	o		434	940	2479	3374	u		301	950	2354	3267	ɨ		301	1595	2291	3334	ə		418	1445	2393	3474																																						421.25	0.322473404255319	447.016	1382.375	0.444151606425703	1329.436
mos	Moore		NigerCongo>AtlanticCongo>VoltaCongo>Gur>OtiVolta	Calamai, S., Bertinetto, P.M. (2005). Indagine preliminare sul vocalismo orale della lingua moore (Gur, Niger Congo). Quaderni del Laboratorio di Linguistica, Pisa, 5.	3	Wordlist	Short	No	8	8L0	8	0	i		286	2041	2606		ɪ		343	2091	2656		e		390	2053	2772		ɛ		578	1805	2459		a		712	1353	2227		o		443	961	2219		ʊ		374	833	2091		u		320	855	2105																																							430.75	0.339788732394366	452.566	1499	0.529411764705882	1324.878
moz	Moukoulu		AfroAsiatic>Chadic>East>B	Pearce, M. (2008). Vowel harmony domains and vowel undershoot. UCLWPL 20:115-140.	1	Running speech	Uniform	No	6	5S1	5	1	i		310	1925			ɛ		450	1850			a		700	1490			ɔ		505	1030			u		375	900			ɨ		405	1385																																																				457.5	0.378205128205128	462.49	1430	0.517073170731707	1300.775
mpe	Majang		NiloSaharan>EasternSudanic>Eastern>Surmic>North	Pearce, M. (2008). Vowel harmony domains and vowel undershoot. UCLWPL 20:115-140.	1	Running speech	Combined	No	9	9S0	9	0	i		250	2330			ɪ		260	2340			e		405	2145			ɛ		535	1940			a		710	1450			ɔ		570	1135			ʊ		330	970			o		315	1080			u		225	1020																																		400	0.360824742268041	414.635	1601.11111111111	0.46066504460665	1505.67
mpe	Majang		NiloSaharan>EasternSudanic>Eastern>Surmic>North	Yigezu, M. (2002). A comparative study of the phonetics and phonology of Surmic languages. Unpublished PhD dissertation, Universite Libre de Bruxelles.	3	Wordlist	Combined	No	10	9S1	9	1	ɪ	i	311	2217			i	i̞	344	2160			e	e	396	2282			ɛ	e̞	481	2168			a	a̟	858	1535			ɔ	ɔ	533	1005			o	o	424	988			ʊ	ʊ	362	828			u	u̟	329	948			ʌ	ɜ	552	1434																												459	0.270566727605119	524.877	1556.5	0.501031636863824	1396.514
mri	Maori	North	Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic	Maclagan, M., Harlow, R., King, J., Keegan, P., Watson, K. (2004). Acoustic analysis of Maori: historical data. Proc. Conference of the Australian Linguistic Society 2004 http://hdl.handle.net/2123/104.	1	Running speech	Long	No	5	4L1	4	1	i		326	2178	2971		e		448	2048			a		666	1156	2287		o		451	860	2402		u		345	1213	2330																																																									439.5	0.333823529411765	458.94	1508.7	0.492185128983308	1375.338
mri	Maori	North	Austronesian>MalayoPolynesian>Oceanic>Polynesian>NuclearPolynesian>EasternPolynesian>Tahitic>NuclearTahitic	Maclagan, M., Harlow, R., King, J., Keegan, P., Watson, K. (2004). Acoustic analysis of Maori: historical data. Proc. Conference of the Australian Linguistic Society 2004 http://hdl.handle.net/2123/104.	1	Running speech	Short	No	5	4L1	4	1	i		367	2086			e		448	1899			a		548	1268	2519		o		441	1009	2659		u		355	1370	2556																																																									439.5	0.333823529411765	458.94	1508.7	0.492185128983308	1375.338
mse	Musey	Djodo	AfroAsiatic>Chadic>Masa	Schirru, C. (2003). Preliminari sperimentali sulla lingua musey. Annali della Facoltà di Lingue e Letterature Straniere, 3:17-48	2	Wordlist	Combined	No	5	5S0	5	0	i		306	1973	2749		e		489	1875	2449		a		695	1427	2347		o		482	1081	2339		u		352	967	2277																																																									464.8	0.408226221079692	458.099	1464.6	0.494632206759443	1360.346
mus	Creek	Muskogee	Muskogean>EasternMuskogean	Johnson, K., Martin, J. (2001). Acoustic vowel reduction in Creek: effects of distinctive length and position in the word. Jphon. 58:81-102.	4	Wordlist	Long	No	3	3S0	3	0	i		325	2020			a		680	1260			o		430	880																																																																						485	0.450704225352113	463.805	1391.66666666667	0.448830409356725	1325.74
mus	Creek	Muskogee	Muskogean>EasternMuskogean	Johnson, K., Martin, J. (2001). Acoustic vowel reduction in Creek: effects of distinctive length and position in the word. Jphon. 58:81-102.	4	Wordlist	Short	No	3	3S0	3	0	i		375	1900			a		640	1320			o		460	970																																																																						485	0.450704225352113	463.805	1391.66666666667	0.448830409356725	1325.74
mvf	Inner Mongolian	Chakhar	Altaic>Mongolic>Eastern	Svantesson, J.O. (1995). Phonetic evidence for the Great Mongolian Vowel Shift. Proc. 13th ICPhS. Stockholm.	1	Wordlist	Long	Yes	8	6R2b	6	2	i	i	356	2347	3016		ɪ	e̞	539	1842	2755		a	a	825	1329	2851		ɔ	ɒ	704	982	2268		ʊ	o̞	573	842	2886		u	u̞	486	930	2712		ə	ə	547	1269	2738		o	ɵ̞	556	947	2929																																							573.25	0.463219616204691	539.379	1311	0.311627906976744	1430.455
mvf	Inner Mongolian	Shuulun Hoh-Banner Chakhar	Altaic>Mongolic>Eastern	Iivonen, A. Harnud, H. (2005). Acoustical comparison of the monophthong systems in Finnish, Mongolian and Udmurt. JIPA 35:59-71.	1	Wordlist	Short	No	10	8R2	8	2	i	i	267	2077			ɪ	e̞	473	1983			ɛ	ɛ	524	1926			a	a	768	1476			ɔ	ɒ	620	1150			o	o̞	519	1012			ʊ	ʊ	392	1022			u	u	297	818			ə	ɘ	400	1395			œ	œ	517	1568																												476.095238095238	0.379483190735459	482.441	1472.52380952381	0.486900858704137	1326.275
mvf	Inner Mongolian	Baarin	Altaic>Mongolic>Eastern	Svantesson, J.O. (1985). Vowel harmony shift in Mongolian. Lingua 67:283-327.	1	Wordlist	Long	Yes	11	8L3b	8	3	i	i	340	2278	3055		ɪ	ɪ	393	2282	3075		e	e̞	552	1833	2660		æ	ɛ	622	1668	2810		a	a̠	898	1373	2720		ɔ	o̞	582	990	2895		ʊ	o	493	820	2868		u	u	320	780	2558		ə	ɤ	447	1198	2542		ɵ	ɵ	493	963	2683		œ	ø̞	532	1910	2637																					515.636363636364	0.338471217363951	545.998	1463.18181818182	0.454848081346084	1367.282
mvf	Inner Mongolian	Shiliingol	Altaic>Mongolic>Eastern	Svantesson, J.O. (1985). Vowel harmony shift in Mongolian. Lingua 67:283-327.	1	Wordlist	Long	Yes	11	8L3b	8	3	i	i̞	408	2117	2747		ɪ	ɪ	492	2130	2647		e	e	492	1952	2523		æ	æ	702	1705	2613		a	a	827	1292	2390		ɔ	ɔ	593	1098	2652		ʊ	o	467	920	2743		u	u	358	797	2623		ə	ɯ	397	1555	2468		ɵ	ɵ	442	1035	2613		œ	ɞ	688	1227	2413																					533.272727272727	0.373715836402403	541.379	1438.90909090909	0.481552206233377	1318.203
mvf	Inner Mongolian	Shuulun Hoh-Banner Chakhar	Altaic>Mongolic>Eastern	Iivonen, A. Harnud, H. (2005). Acoustical comparison of the monophthong systems in Finnish, Mongolian and Udmurt. JIPA 35:59-71.	1	Wordlist	Long	No	11	8R3b	8	3	i		269	2245			ɪ		387	2255			ɛ		583	1956			a		818	1516			ɔ		646	1075			o		515	873			ʊ		434	943			u		312	730			y		296	1918			œ		532	1568			ə		429	1417																						476.095238095238	0.379483190735459	482.441	1472.52380952381	0.486900858704137	1326.275
mvf	Inner Mongolian	Baarin	Altaic>Mongolic>Eastern	Svantesson, J.O. (1995). Phonetic evidence for the Great Mongolian Vowel Shift. Proc. 13th ICPhS. Stockholm.	1	Wordlist	Long	Yes	12	8R4	8	4	i		347	1981	2746		ɪ		425	1869	2651		ɛ		565	1741	2634		a		773	1295	3068		ɔ		617	940	2129		o		452	930	2295		ʊ		443	808	2416		u		382	895	2399		y		338	1938	2295		ʏ		434	1747	2368		œ		526	1429	2429		ə		452	1321	2295															479.5	0.325287356321839	508.085	1407.83333333333	0.511366865586814	1266.643
mwm	Sar	Douyou	NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara	Djarangar, D.I. (1991). Some Sara vowel inventories and vowel system predictions. Proc. 12th ICPhS 4:378-381. Aix-En-Provence: Universite de Provence Service des Publications; Djarangar, D.I. (1992). De la dispersion des voyelles dans l'espace linguistique Sara. ICP Grenoble Bulletin de la communication parlee 2:89-104.	1	Carrier sentence	Long	No	6	6R0	6	0	i		252	2331	3125	3847	e		346	2250	2683	3589	a		651	1463	2463	3696	ɔ		483	1120	2583	3264	o		370	798	2631	3448	u		290	723	2530	3304																																																		398.666666666667	0.367585630743525	408.009	1447.5	0.450559701492537	1351.728
mxp	Ayutla Mixe		MixeZoquean>Mixe	Romero-Mendez, R. (2008). A reference grammar of Ayutla Mixe (Tukyo'm Ayuujk). Unpublished PhD dissertation, State University of New York an Buffalo.	2	Carrier sentence	Uniform	No	7	6R1	6	1	i		323	2204	3065		e		547	1835	2815		a		633	1552	2779		ʌ		614	1364	2807		ɤ		447	953	2602		u		367	836	2437		ɨ		369	1388	2502																																													471.428571428571	0.478801843317972	444.21	1447.42857142857	0.446950710108605	1370.888
mya	Burmese	Standard	SinoTibetan>TibetoBurman>LoloBurmese>Burmish>Southern	Zlatoverkhova, V.G. (1966). Fonetika birmanskogo literaturnogo iazyka. Moscow: Nauka.	1	Wordlist	Uniform	No	7	7S0	7	0	i		415		3252		e		600	2200		3470	ɛ		666	2132	2610		ɑ		956	1119	2140		ɔ		806	956	2055		o		666	900	2215		u		400	666	2095																																													644.142857142857	0.439105858170606	617.396			
myb	Mbay	Moissala	NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara	Djarangar, D.I. (1991). Some Sara vowel inventories and vowel system predictions. Proc. 12th ICPhS 4:378-381. Aix-En-Provence: Universite de Provence Service des Publications; Djarangar, D.I. (1992). De la dispersion des voyelles dans l'espace linguistique Sara. ICP Grenoble Bulletin de la communication parlee 2:89-104.	1	Carrier sentence	Long	No	6	6R0	6	0	i		328	2520			e		411	2375			a		580	1746			ɔ		535	1271			o		401	931			u		336	863																																																				431.833333333333	0.412037037037037	426.532	1617.66666666667	0.455441561054114	1510.887
myf	Bambassi		AfroAsiatic>Omotic>North>Mao>East	Pearce, M. (2008). Vowel harmony domains and vowel undershoot. UCLWPL 20:115-140.	1	Running speech	Uniform	No	5	5S0	5	0	i		340	2105			e		505	1895			a		655	1400			o		460	1005			u		310	1005																																																										454	0.417391304347826	444.895	1482	0.433636363636364	1435.1
myu	Munduruku		Tupi>Munduruku	Picanco, G.L. (2005). Munduruku: phonetics, phonology, synchrony, diachrony. Unpublished PhD Dissertation, University of British Columbia.	3	Wordlist	Uniform	No	5	4L1	4	1	i		327	2467	3109		e		504	2212	2847		a		705	1481	2436		o		450	894	2453		ə		480	1387	2510																																																									493.2	0.43968253968254	474.798	1688.2	0.504895104895105	1509.043
nab	Nambikwara		Nambikwaran	Kroeker, M.H. (1976). Condicionamento multiplo de vogais na lingua Nambikuara. Serie Linguistica 5:107-130.	1	Wordlist	Uniform	No	5	5S0	5	0	i		250	2093			e		500	1930			a		784	1381			o		488	800			u		366	890																																																										477.6	0.42621722846442	458.794	1418.8	0.478576952822893	1305.563
nan	Min Taiwanese	Nan (Southern)	SinoTibetan>Sinitic>Chinese>Min	Zee, E. (1980). Tone and vowel quality. JPhon 8:247-258	3	Carrier sentence	Uniform	No	5	5S0	5	0	i		282	2368	3269		e		392	2258	2918		a		816	1238	2525		ɔ		474	747	2711		u		313	658	2618																																																									455.4	0.324719101123595	490.794	1453.8	0.465380116959064	1326.61
nap	Neapolitan	Naples	IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian	Trumper, J., Romito, L., Maddalon, M. (1989). Vowel systems and areas compared: definitional problems. In Magno Caldognetto, E., Beninca, P. (eds), L'Interfaccia tra fonologia e fonetica: atti del convegno di Padova, 43-72. Padova, Unipress.	?	Wordlist	Uniform	No	7	7S0	7	0	i		274	2475			e		340	2239			ɛ		491	1999			a		740	1282			ɔ		517	961			o		367	861			u		322	842																																														435.857142857143	0.347332924586143	456.206	1522.71428571429	0.416848919604584	1480.503
