"iso"	"lang"	"dialect"	"genetics"	"vowel"	"f1"	"f2"	"f3"
"pri"	"Paici"	""	"Austronesian>MalayoPolinesian>Oceanic>SouthernOceanic>NewCaledonian>Norhten>CentralNorthern"	"i"	280	2106	2948
"pri"	"Paici"	""	"Austronesian>MalayoPolinesian>Oceanic>SouthernOceanic>NewCaledonian>Norhten>CentralNorthern"	"e"	344	2091	2646
"pri"	"Paici"	""	"Austronesian>MalayoPolinesian>Oceanic>SouthernOceanic>NewCaledonian>Norhten>CentralNorthern"	"ɛ"	525	1876	2538
"pri"	"Paici"	""	"Austronesian>MalayoPolinesian>Oceanic>SouthernOceanic>NewCaledonian>Norhten>CentralNorthern"	"a"	793	1415	2394
"pri"	"Paici"	""	"Austronesian>MalayoPolinesian>Oceanic>SouthernOceanic>NewCaledonian>Norhten>CentralNorthern"	"ɔ"	604	971	2303
"pri"	"Paici"	""	"Austronesian>MalayoPolinesian>Oceanic>SouthernOceanic>NewCaledonian>Norhten>CentralNorthern"	"o"	383	781	2375
"pri"	"Paici"	""	"Austronesian>MalayoPolinesian>Oceanic>SouthernOceanic>NewCaledonian>Norhten>CentralNorthern"	"u"	318	787	2320
"pri"	"Paici"	""	"Austronesian>MalayoPolinesian>Oceanic>SouthernOceanic>NewCaledonian>Norhten>CentralNorthern"	"ɯ"	333	1496	2257
"pri"	"Paici"	""	"Austronesian>MalayoPolinesian>Oceanic>SouthernOceanic>NewCaledonian>Norhten>CentralNorthern"	"ɤ"	422	1513	2256
"pri"	"Paici"	""	"Austronesian>MalayoPolinesian>Oceanic>SouthernOceanic>NewCaledonian>Norhten>CentralNorthern"	"ʌ"	573	1500	2387
"prk"	"Wa"	"Kunming"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"i"	315	2488	NA
"prk"	"Wa"	"Kunming"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"e"	366	2355	NA
"prk"	"Wa"	"Kunming"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"ɛ"	589	2083	NA
"prk"	"Wa"	"Kunming"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"a"	750	1265	NA
"prk"	"Wa"	"Kunming"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"ɔ"	525	926	NA
"prk"	"Wa"	"Kunming"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"o"	495	983	NA
"prk"	"Wa"	"Kunming"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"u"	334	784	NA
"prk"	"Wa"	"Kunming"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"ɨ"	338	1703	NA
"prk"	"Wa"	"Kunming"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"ə"	464	1494	NA
"prk"	"Wa"	"Standard"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"i"	308	2237	3003
"prk"	"Wa"	"Standard"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"e"	429	2135	2704
"prk"	"Wa"	"Standard"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"ɛ"	571	1893	2607
"prk"	"Wa"	"Standard"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"a"	793	1445	2453
"prk"	"Wa"	"Standard"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"ɔ"	577	885	2559
"prk"	"Wa"	"Standard"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"o"	470	787	2516
"prk"	"Wa"	"Standard"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"u"	378	687	2296
"prk"	"Wa"	"Standard"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"ɯ"	362	1401	2181
"prk"	"Wa"	"Standard"	"AustroAsiatic>MonKhmer>Northern>Palaungic>Waic"	"ɤ"	463	1344	2270
"prs"	"Dari"	""	"IndoEuropean>IndoIranian>Iranian>Western>Southwestern"	"i"	264	2125	3088
"prs"	"Dari"	""	"IndoEuropean>IndoIranian>Iranian>Western>Southwestern"	"e"	422	1874	2674
"prs"	"Dari"	""	"IndoEuropean>IndoIranian>Iranian>Western>Southwestern"	"a"	695	1459	2476
"prs"	"Dari"	""	"IndoEuropean>IndoIranian>Iranian>Western>Southwestern"	"o"	441	1024	NA
"prs"	"Dari"	""	"IndoEuropean>IndoIranian>Iranian>Western>Southwestern"	"u"	279	802	NA
"pwn"	"Paiwan"	""	"Austronesian>Paiwanic"	"i"	419	2185	2630
"pwn"	"Paiwan"	""	"Austronesian>Paiwanic"	"a"	812	1235	2534
"pwn"	"Paiwan"	""	"Austronesian>Paiwanic"	"u"	470	809	2631
"pwn"	"Paiwan"	""	"Austronesian>Paiwanic"	"ə"	605	1630	2596
"que"	"Quichua"	"Otavalo"	"Quechuan"	"ɪ"	339	2208	2853
"que"	"Quichua"	"Otavalo"	"Quechuan"	"a"	653	1585	2556
"que"	"Quichua"	"Otavalo"	"Quechuan"	"ʊ"	435	1090	2636
"quz"	"Quechua"	"Cusco"	"Quechuan>QuechuaII>C"	"i"	316	2246	2839
"quz"	"Quechua"	"Cusco"	"Quechuan>QuechuaII>C"	"e"	417	1991	2692
"quz"	"Quechua"	"Cusco"	"Quechuan>QuechuaII>C"	"a"	698	1485	2587
"quz"	"Quechua"	"Cusco"	"Quechuan>QuechuaII>C"	"o"	506	1077	2380
"quz"	"Quechua"	"Cusco"	"Quechuan>QuechuaII>C"	"u"	370	1192	2436
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"i"	330	2380	3195
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"ɪ"	445	2020	2795
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"e"	445	2125	3060
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"ɛ"	630	1830	2585
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"æ"	710	1635	2515
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"ɑ"	705	1335	2415
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"ɔ"	600	1180	2325
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"o"	515	1010	2200
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"ʊ"	425	1125	2570
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"u"	390	1070	2635
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"y"	335	1930	2765
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"ʏ"	425	1753	2350
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"ø"	495	1660	2505
"roa"	"Norman"	"Liesville-sur-Douve"	"IndoEuropean>Italic>Romance>ItaloWestern>Western>GalloIberian>GalloRomance>GalloRhaetian>Oil"	"œ"	530	1440	2345
"ron"	"Romanian"	"Stadard"	"IndoEuropean>Italic>Romance>EastRomance"	"i"	232	2123	2768
"ron"	"Romanian"	"Stadard"	"IndoEuropean>Italic>Romance>EastRomance"	"e"	443	1823	2547
"ron"	"Romanian"	"Stadard"	"IndoEuropean>Italic>Romance>EastRomance"	"a"	657	1217	2333
"ron"	"Romanian"	"Stadard"	"IndoEuropean>Italic>Romance>EastRomance"	"o"	465	805	2250
"ron"	"Romanian"	"Stadard"	"IndoEuropean>Italic>Romance>EastRomance"	"u"	260	695	2035
"ron"	"Romanian"	"Stadard"	"IndoEuropean>Italic>Romance>EastRomance"	"ɨ"	260	1533	2208
"ron"	"Romanian"	"Stadard"	"IndoEuropean>Italic>Romance>EastRomance"	"ə"	495	1388	2390
"ron"	"Romanian"	"Transylvania"	"IndoEuropean>Italic>Romance>EastRomance"	"i"	294	2090	2694
"ron"	"Romanian"	"Transylvania"	"IndoEuropean>Italic>Romance>EastRomance"	"e"	430	1808	2469
"ron"	"Romanian"	"Transylvania"	"IndoEuropean>Italic>Romance>EastRomance"	"ɛ"	524	1703	2384
"ron"	"Romanian"	"Transylvania"	"IndoEuropean>Italic>Romance>EastRomance"	"a"	730	1351	2381
"ron"	"Romanian"	"Transylvania"	"IndoEuropean>Italic>Romance>EastRomance"	"ɔ"	597	1086	NA
"ron"	"Romanian"	"Transylvania"	"IndoEuropean>Italic>Romance>EastRomance"	"o"	461	902	NA
"ron"	"Romanian"	"Transylvania"	"IndoEuropean>Italic>Romance>EastRomance"	"u"	342	884	NA
"ron"	"Romanian"	"Transylvania"	"IndoEuropean>Italic>Romance>EastRomance"	"ɨ"	346	1699	2400
"ron"	"Romanian"	"Transylvania"	"IndoEuropean>Italic>Romance>EastRomance"	"ə"	546	1549	2415
"ruq"	"Megleno-Romanian"	""	"IndoEuropean>Italic>Romance>EasternRomance"	"i"	319	2233	2923
"ruq"	"Megleno-Romanian"	""	"IndoEuropean>Italic>Romance>EasternRomance"	"e"	400	2007	2621
"ruq"	"Megleno-Romanian"	""	"IndoEuropean>Italic>Romance>EasternRomance"	"ɛ"	519	1971	2570
"ruq"	"Megleno-Romanian"	""	"IndoEuropean>Italic>Romance>EasternRomance"	"a"	806	1504	2456
"ruq"	"Megleno-Romanian"	""	"IndoEuropean>Italic>Romance>EasternRomance"	"ɔ"	610	1279	2460
"ruq"	"Megleno-Romanian"	""	"IndoEuropean>Italic>Romance>EasternRomance"	"o"	449	991	2387
"ruq"	"Megleno-Romanian"	""	"IndoEuropean>Italic>Romance>EasternRomance"	"u"	323	781	2296
"ruq"	"Megleno-Romanian"	""	"IndoEuropean>Italic>Romance>EasternRomance"	"ɨ"	325	1466	2528
"rus"	"Russian"	""	"IndoEuropean>BaltoSlavic>Slavic>EastSlavic"	"i"	357	2299	2792
"rus"	"Russian"	""	"IndoEuropean>BaltoSlavic>Slavic>EastSlavic"	"e"	442	1929	2577
"rus"	"Russian"	""	"IndoEuropean>BaltoSlavic>Slavic>EastSlavic"	"a"	553	1504	2514
"rus"	"Russian"	""	"IndoEuropean>BaltoSlavic>Slavic>EastSlavic"	"o"	448	1174	2516
"rus"	"Russian"	""	"IndoEuropean>BaltoSlavic>Slavic>EastSlavic"	"u"	378	997	2534
"rus"	"Russian"	""	"IndoEuropean>BaltoSlavic>Slavic>EastSlavic"	"ɨ"	388	1702	2397
"rus"	"Russian"	""	"IndoEuropean>BaltoSlavic>Slavic>EastSlavic"	"i"	350	2460	NA
"rus"	"Russian"	""	"IndoEuropean>BaltoSlavic>Slavic>EastSlavic"	"e"	510	2050	NA
"rus"	"Russian"	""	"IndoEuropean>BaltoSlavic>Slavic>EastSlavic"	"a"	690	1510	NA
"rus"	"Russian"	""	"IndoEuropean>BaltoSlavic>Slavic>EastSlavic"	"o"	470	1025	NA
"rus"	"Russian"	""	"IndoEuropean>BaltoSlavic>Slavic>EastSlavic"	"u"	380	825	NA
"rus"	"Russian"	""	"IndoEuropean>BaltoSlavic>Slavic>EastSlavic"	"ɨ"	380	1825	NA
"sbz"	"Kaba"	"Paoua"	"NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara"	"i"	235	2031	2661
"sbz"	"Kaba"	"Paoua"	"NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara"	"e"	314	2010	2550
"sbz"	"Kaba"	"Paoua"	"NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara"	"a"	796	1393	2126
"sbz"	"Kaba"	"Paoua"	"NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara"	"ɔ"	540	1150	NA
"sbz"	"Kaba"	"Paoua"	"NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara"	"o"	360	1036	2216
"sbz"	"Kaba"	"Paoua"	"NiloSaharan>ChariNile>CentralSudanic>BongoBagirmi>Sara"	"u"	269	1088	2011
"scn"	"Sicilian"	"Sallentinian>Lecce"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"i"	336	2278	2896
"scn"	"Sicilian"	"Sallentinian>Lecce"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"e"	464	1876	2602
"scn"	"Sicilian"	"Sallentinian>Lecce"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"a"	616	1362	2442
"scn"	"Sicilian"	"Sallentinian>Lecce"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"o"	482	1024	2591
"scn"	"Sicilian"	"Sallentinian>Lecce"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"u"	373	945	2690
"scn"	"Sicilian"	"Sallentinian>Parabita"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"i"	290	2175	NA
"scn"	"Sicilian"	"Sallentinian>Parabita"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"e"	460	1900	NA
"scn"	"Sicilian"	"Sallentinian>Parabita"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"a"	810	1375	NA
"scn"	"Sicilian"	"Sallentinian>Parabita"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"o"	550	940	NA
"scn"	"Sicilian"	"Sallentinian>Parabita"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"u"	310	810	NA
"scn"	"Sicilian"	"Southern Calabrian>Cosenza"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"i"	316	2167	NA
"scn"	"Sicilian"	"Southern Calabrian>Cosenza"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"e"	530	1821	NA
"scn"	"Sicilian"	"Southern Calabrian>Cosenza"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"a"	721	1372	NA
"scn"	"Sicilian"	"Southern Calabrian>Cosenza"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"o"	558	945	NA
"scn"	"Sicilian"	"Southern Calabrian>Cosenza"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"u"	352	789	NA
"scn"	"Sicilian"	"Southern Calabrian>Catanzaro"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"i"	297	2392	NA
"scn"	"Sicilian"	"Southern Calabrian>Catanzaro"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"e"	516	1515	NA
"scn"	"Sicilian"	"Southern Calabrian>Catanzaro"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"a"	732	1437	NA
"scn"	"Sicilian"	"Southern Calabrian>Catanzaro"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"o"	542	929	NA
"scn"	"Sicilian"	"Southern Calabrian>Catanzaro"	"IndoEuropean>Italic>Romance>ItaloWestern>ItaloDalmatian"	"u"	335	789	NA
"sgz"	"Sursurunga"	""	"Austronesian>MalayoPolynesian>CentralEastern>EasternMalayoPolynesian>Oceanic>Western>MesoMelanesian>NewIreland>SouthNewIrelan-NorthWestSolomonic>PatpatarTolai"	"i"	NA	NA	NA
"sgz"	"Sursurunga"	""	"Austronesian>MalayoPolynesian>CentralEastern>EasternMalayoPolynesian>Oceanic>Western>MesoMelanesian>NewIreland>SouthNewIrelan-NorthWestSolomonic>PatpatarTolai"	"e"	NA	NA	NA
"sgz"	"Sursurunga"	""	"Austronesian>MalayoPolynesian>CentralEastern>EasternMalayoPolynesian>Oceanic>Western>MesoMelanesian>NewIreland>SouthNewIrelan-NorthWestSolomonic>PatpatarTolai"	"a"	NA	NA	NA
"sgz"	"Sursurunga"	""	"Austronesian>MalayoPolynesian>CentralEastern>EasternMalayoPolynesian>Oceanic>Western>MesoMelanesian>NewIreland>SouthNewIrelan-NorthWestSolomonic>PatpatarTolai"	"o"	NA	NA	NA
"sgz"	"Sursurunga"	""	"Austronesian>MalayoPolynesian>CentralEastern>EasternMalayoPolynesian>Oceanic>Western>MesoMelanesian>NewIreland>SouthNewIrelan-NorthWestSolomonic>PatpatarTolai"	"u"	NA	NA	NA
"sgz"	"Sursurunga"	""	"Austronesian>MalayoPolynesian>CentralEastern>EasternMalayoPolynesian>Oceanic>Western>MesoMelanesian>NewIreland>SouthNewIrelan-NorthWestSolomonic>PatpatarTolai"	"ə"	NA	NA	NA
"shi"	"Tachelhit"	""	"AfroAsiatic>Berber>Northern>Atlas"	"i"	350	1880	2760
"shi"	"Tachelhit"	""	"AfroAsiatic>Berber>Northern>Atlas"	"a"	570	1530	2660
"shi"	"Tachelhit"	""	"AfroAsiatic>Berber>Northern>Atlas"	"u"	390	1150	2190
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"i"	313	1875	2442
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"e"	421	1619	2389
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"ʌ"	524	1168	2334
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"o"	407	980	2306
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"u"	332	890	2269
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"y"	305	1971	2263
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"ə"	444	1462	2380
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"i"	303	2023	2645
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"e"	443	1779	2413
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"a"	577	1302	2323
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"o"	463	1068	2294
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"u"	367	1041	2235
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"y"	324	1749	2329
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"ə"	483	1522	2346
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"i"	312	2000	2594
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"e"	413	1771	2515
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"a"	599	1315	2377
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"o"	400	915	2344
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"u"	334	897	2349
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"y"	323	1705	2376
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"ə"	438	1415	2453
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"i"	333	2099	2838
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"e"	464	1706	2348
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"a"	564	1249	2243
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"o"	474	994	2270
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"u"	414	764	2406
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"y"	308	1780	2236
"shq"	"Albanian"	"Northern Standard"	"IndoEuropean>Albanian"	"ə"	469	1476	2257
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"i"	342	2074	2788
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"e"	464	1732	2314
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"a"	611	1250	2267
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"o"	474	934	2293
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"u"	378	812	2784
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"y"	315	1624	2236
"shq"	"Albanian"	"Central Standard"	"IndoEuropean>Albanian"	"ə"	506	1309	2248
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"i"	321	1994	2550
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"e"	471	1695	2447
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"a"	606	1151	2368
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"o"	415	807	2305
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"u"	279	710	2304
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"y"	336	1575	2286
"shq"	"Albanian"	"Kosovo Standard"	"IndoEuropean>Albanian"	"ə"	525	1428	2426
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"i"	355	2057	2619
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"e"	471	1912	2513
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"ɛ"	584	1617	2442
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"a"	673	1408	2391
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"o"	506	977	2396
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"u"	397	967	2422
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"y"	268	1733	2374
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"i"	367	2161	2810
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"e"	514	1955	2692
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"ɛ"	613	1607	2645
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"a"	703	1369	2640
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"o"	544	832	2584
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"u"	396	720	2503
"shq"	"Albanian"	"Southern Standard"	"IndoEuropean>Albanian"	"y"	340	1751	2419
"skf"	"Sakurabiat"	""	"Tupian>Tupari"	"i"	309	2475	NA
"skf"	"Sakurabiat"	""	"Tupian>Tupari"	"ɛ"	548	2062	NA
"skf"	"Sakurabiat"	""	"Tupian>Tupari"	"a"	686	1345	NA
"skf"	"Sakurabiat"	""	"Tupian>Tupari"	"o"	408	980	NA
"skf"	"Sakurabiat"	""	"Tupian>Tupari"	"ɨ"	356	1945	NA
"skf"	"Sakurabiat"	""	"Tupian>Tupari"	"i"	325	2417	NA
"skf"	"Sakurabiat"	""	"Tupian>Tupari"	"ɛ"	535	2010	NA
"skf"	"Sakurabiat"	""	"Tupian>Tupari"	"a"	681	1327	NA
"skf"	"Sakurabiat"	""	"Tupian>Tupari"	"o"	411	959	NA
"skf"	"Sakurabiat"	""	"Tupian>Tupari"	"ɨ"	380	1980	NA
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"i"	225	2125	2683
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"e"	417	1700	2433
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"a"	675	1242	2450
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"o"	383	817	2567
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"u"	250	750	2200
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"i"	222	2023	2618
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"e"	393	1628	2383
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"a"	613	1090	2393
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"o"	373	800	2763
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"u"	228	652	2273
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"i"	220	2000	2625
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"e"	375	1700	2365
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"æ"	600	1538	2390
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"a"	600	1165	2450
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"o"	400	890	2325
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"u"	225	750	NA
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"i"	228	1950	2800
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"e"	373	1755	2380
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"æ"	537	1467	2460
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"a"	613	1138	2423
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"o"	393	895	2380
"slk"	"Slovak"	""	"IndoEuropean>Slavic>West>CzeckSlovak"	"u"	228	678	2073
"slv"	"Slovenian"	"Standard"	"IndoEuropean>BaltoSlavic>Slavic>South>Western"	"i"	288	2148	2708
"slv"	"Slovenian"	"Standard"	"IndoEuropean>BaltoSlavic>Slavic>South>Western"	"ɛ"	546	1739	2522
"slv"	"Slovenian"	"Standard"	"IndoEuropean>BaltoSlavic>Slavic>South>Western"	"a"	666	1252	2439
"slv"	"Slovenian"	"Standard"	"IndoEuropean>BaltoSlavic>Slavic>South>Western"	"ɔ"	594	1010	2490
"slv"	"Slovenian"	"Standard"	"IndoEuropean>BaltoSlavic>Slavic>South>Western"	"u"	342	834	2441
"slv"	"Slovenian"	"Standard"	"IndoEuropean>BaltoSlavic>Slavic>South>Western"	"i"	282	2174	2787
"slv"	"Slovenian"	"Standard"	"IndoEuropean>BaltoSlavic>Slavic>South>Western"	"e"	362	2097	2629
"slv"	"Slovenian"	"Standard"	"IndoEuropean>BaltoSlavic>Slavic>South>Western"	"ɛ"	528	1741	2526
"slv"	"Slovenian"	"Standard"	"IndoEuropean>BaltoSlavic>Slavic>South>Western"	"a"	698	1217	2510
"slv"	"Slovenian"	"Standard"	"IndoEuropean>BaltoSlavic>Slavic>South>Western"	"ɔ"	579	977	2573
"slv"	"Slovenian"	"Standard"	"IndoEuropean>BaltoSlavic>Slavic>South>Western"	"o"	421	806	2488
"slv"	"Slovenian"	"Standard"	"IndoEuropean>BaltoSlavic>Slavic>South>Western"	"u"	321	855	2446
